org_uuid,org_name,legal_name,homepage_url,org_country,org_city,status,being_funded,founded_on,closed_on,went_public_on,acquired_on_first,sector,founder_names,ch_company_number,ch_company_name,ch_match_score,ch_match_source,ch_company_status,ch_date_of_creation,ch_date_of_cessation,ch_city,ch_match_reason,ch_search_url,ch_search_query,ch_link_filing_history,ch_link_officers,ch_officer_match,ch_officer_match_score,ch_officer_best_officer_name,ch_officer_best_founder_name
96aad6a3-f5e4-0086-2b24-33f9494a8cd6,Clinked,Rabbitsoft Ltd.,https://clinked.com,GBR,Cambridge,operating,1,2008-05-01,,,,Hardware & Devices,Tayfun Bilsel,06599238,RABBITSOFT LTD,100.0,legal_exact,active,2008-05-21,,Cambridge,matched,https://find-and-update.company-information.service.gov.uk/search?q=Rabbitsoft+Ltd.,Rabbitsoft Ltd.,/company/06599238/filing-history,/company/06599238/officers,1,60.0,"BILSEL, Sefik Tayfun, Mr.",Tayfun Bilsel
494c027a-c5c8-d6f6-7020-1d5799673fd3,Shutl,E-TAIL (UK) LTD,https://shutl.com/uk,GBR,London,closed,1,2008-01-01,2023-01-12,,2013-10-22,Retail & E-Commerce,Steve Romney | Tom Allason,06612384,SHUTL LIMITED,98.0,org_exact,dissolved,2008-06-05,2023-01-12,Birmingham,matched,https://find-and-update.company-information.service.gov.uk/search?q=E-TAIL+(UK)+LTD,E-TAIL (UK) LTD,/company/06612384/filing-history,/company/06612384/officers,1,10.0,"ALLASON, Thomas Edward Michael",Tom Allason
a76ce457-1e73-e14d-17a6-6e96fad80854,PopJam,,http://www.popjam.com/,GBR,London,closed,1,2008-07-01,2011-10-04,,2015-09-11,Media & Entertainment,Alex Tew | Michael Halls-Moore,06693910,POPJAM LIMITED,98.0,org_exact,dissolved,2008-09-10,2011-10-04,Swindon,matched,https://find-and-update.company-information.service.gov.uk/search?q=PopJam,PopJam,/company/06693910/filing-history,/company/06693910/officers,1,60.0,"HALLS-MOORE, Michael Louis",Michael Halls-Moore
59edee0b-cbf3-2086-f2f0-26b03c59bab5,Studentbox,,http://www.studentbox.com,GBR,London,closed,1,2008-01-01,2022-01-18,,,Software & SaaS,Carl Edouard Pihl,05685860,STUDENTBOX LIMITED,98.0,org_exact,dissolved,2006-01-24,2022-01-18,West Malling,matched,https://find-and-update.company-information.service.gov.uk/search?q=Studentbox,Studentbox,/company/05685860/filing-history,/company/05685860/officers,1,40.0,"PIHL, Carl Edvard",Carl Edouard Pihl
4636a743-8190-1fe4-664f-ffad14ed2389,TouchNote,Touchnote Limited,http://www.touchnote.com,GBR,London,operating,1,2008-10-01,,,,Software & SaaS,Paul Burdin | Raam Thakrar,06235264,TOUCHNOTE LIMITED,100.0,legal_exact,active,2007-05-02,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Touchnote+Limited,Touchnote Limited,/company/06235264/filing-history,/company/06235264/officers,1,60.0,"BURDIN, Paul Boscoe Leo",Paul Burdin
dff0842c-76cc-6654-84f2-4137006870c4,ensembli,,http://ensembli.com,GBR,Sheffield,closed,1,2007-01-01,2014-07-15,,,Software & SaaS,Imran Ali,06285049,ENSEMBLI LIMITED,98.0,org_exact,dissolved,2007-06-19,2014-07-15,Barnsley,matched,https://find-and-update.company-information.service.gov.uk/search?q=ensembli,ensembli,/company/06285049/filing-history,/company/06285049/officers,1,60.0,"ALI, Imran, Mr.",Imran Ali
9f316816-69ff-a1f6-1e67-445fbfec86bd,Dext,Dext Software Limited,https://dext.com,GBR,London,acquired,1,2010-08-30,,,2021-04-13,Software & SaaS,Michael Wood,07361080,DEXT SOFTWARE LIMITED,100.0,legal_exact,active,2010-08-31,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Dext+Software+Limited,Dext Software Limited,/company/07361080/filing-history,/company/07361080/officers,1,60.0,"WOOD, Michael Charles",Michael Wood
5c10d5b9-b641-53fe-888e-34422e67ead5,Ambient Industries,,http://www.ambientindustries.com,GBR,London,closed,1,2008-07-09,2013-11-08,,,Software & SaaS,Jane Sales | Roger Nolan | Tristan Brotherton,06737104,AMBIENT INDUSTRIES LIMITED,98.0,org_exact,dissolved,2008-10-30,2013-11-08,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Ambient+Industries,Ambient Industries,/company/06737104/filing-history,/company/06737104/officers,1,60.0,"SALES, Jane",Jane Sales
1da248b9-b310-2fd7-c39d-e7fb55efb5ab,Ayima,Ayima Group AB,https://www.ayimagroup.com,GBR,London,acquired,1,2007-07-01,,,2024-04-12,Software & SaaS,Michael Jacobson | Mike Nott | Rob Kerry | Tim Webb,04886539,AYIMA LIMITED,98.0,org_exact,administration,2003-09-03,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Ayima+Group+AB,Ayima Group AB,/company/04886539/filing-history,/company/04886539/officers,1,60.0,"JACOBSON, Michael",Michael Jacobson
48731bc6-c229-732e-b652-57fe19618439,nanoTherics,,http://www.nanotherics.com,GBR,Stoke-on-trent,operating,1,2007-08-01,,,,Health & Life Sciences,Jon Dobson,06332067,NANOTHERICS LTD,98.0,org_exact,active,2007-08-02,,Warrington,matched,https://find-and-update.company-information.service.gov.uk/search?q=nanoTherics,nanoTherics,/company/06332067/filing-history,/company/06332067/officers,1,60.0,"DOBSON, Jon, Professor",Jon Dobson
fa5200a2-f63a-2e83-bd1b-4eb636ea4cb5,Procarta Biosystems,Procarta Biosystems Ltd,https://www.procartabio.com/,GBR,Norwich,operating,1,2007-01-01,,,,Health & Life Sciences,Michael McArthur,06132283,PROCARTA BIOSYSTEMS LIMITED,100.0,legal_exact,dissolved,2007-03-01,2023-11-30,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Procarta+Biosystems+Ltd,Procarta Biosystems Ltd,/company/06132283/filing-history,/company/06132283/officers,1,60.0,"MCARTHUR, Michael",Michael McArthur
7916560e-6cd5-0792-89cf-a4bfa221b235,Timetric,Timetric Limited,http://timetric.com,GBR,London,closed,1,2008-05-01,2019-10-29,,,IT & Data Infrastructure,Andrew Walkingshaw | Dan Wilson,07133675,TIMETRIC LIMITED,100.0,legal_exact,dissolved,2010-01-22,2019-10-29,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Timetric+Limited,Timetric Limited,/company/07133675/filing-history,/company/07133675/officers,1,60.0,"WALKINGSHAW, Andrew David, Dr",Andrew Walkingshaw
46b18474-57d8-1512-1b10-f10290d11ba1,Angels Den,Angels Den Funding Limited,http://www.angelsden.com,GBR,London,operating,1,2007-01-01,,,,Financial Services & Fintech,Lois Cook,08384317,ANGELS DEN FUNDING LIMITED,100.0,legal_exact,active,2013-02-01,,St. Albans,matched,https://find-and-update.company-information.service.gov.uk/search?q=Angels+Den+Funding+Limited,Angels Den Funding Limited,/company/08384317/filing-history,/company/08384317/officers,1,60.0,"COOK, Lois",Lois Cook
a1f4510e-4e49-7ce9-a344-4395deea15f0,Tweetminster,,http://www.tweetminster.co.uk,GBR,London,operating,1,2008-12-20,,,,Software & SaaS,Andrew Walker,06812260,TWEETMINSTER LIMITED,98.0,org_exact,dissolved,2009-02-06,2019-05-28,Hainault,matched,https://find-and-update.company-information.service.gov.uk/search?q=Tweetminster,Tweetminster,/company/06812260/filing-history,/company/06812260/officers,1,60.0,"WALKER, Andrew Keith",Andrew Walker
3c99fb4c-4106-7667-0170-986004cca7d6,Graze,nature delivered ltd,http://www.graze.com,GBR,London,acquired,1,2008-01-01,,,2012-11-01,Other,Graham Bosher,06402199,NATURE DELIVERED LIMITED,100.0,legal_exact,active,2007-10-17,,Kingston Upon Thames,matched,https://find-and-update.company-information.service.gov.uk/search?q=nature+delivered+ltd,nature delivered ltd,/company/06402199/filing-history,/company/06402199/officers,1,60.0,"BOSHER, Graham James",Graham Bosher
38e3470c-c311-5ca8-fe08-f1b1380ef6d5,DAD Technology Limited,,http://www.dadapp.com,GBR,Frensham,closed,1,2009-01-01,2014-12-23,,,Media & Entertainment,Julian Ranger,07230312,DAD TECHNOLOGY LIMITED,98.0,org_exact,dissolved,2010-04-21,2014-12-23,Farnham,matched,https://find-and-update.company-information.service.gov.uk/search?q=DAD+Technology+Limited,DAD Technology Limited,/company/07230312/filing-history,/company/07230312/officers,1,60.0,"RANGER, Julian Francis Osborn",Julian Ranger
53dd42e2-4793-0cd8-0646-df91472786b8,Community Infopoint,,http://www.communityinfopoint.com,GBR,London,operating,1,2009-02-23,,,,Software & SaaS,Gary Coyle,06826282,COMMUNITY INFOPOINT LTD,98.0,org_exact,dissolved,2009-02-23,2013-09-10,Maidstone,matched,https://find-and-update.company-information.service.gov.uk/search?q=Community+Infopoint,Community Infopoint,/company/06826282/filing-history,/company/06826282/officers,1,60.0,"COYLE, Gary William",Gary Coyle
3c11fbfb-b3dd-6c3b-904a-4e0935ea6a2c,MadBid.com,Marcandi Ltd.,http://www.madbid.com,GBR,London,closed,1,2008-08-09,2021-06-24,,,Retail & E-Commerce,Daniel Rovira | Madhur Srivastava,06609609,MARCANDI LIMITED,100.0,legal_exact,dissolved,2008-06-03,2021-06-24,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Marcandi+Ltd.,Marcandi Ltd.,/company/06609609/filing-history,/company/06609609/officers,1,60.0,"ROVIRA, Daniel",Daniel Rovira
987a9b8e-8cfe-ae25-b834-c0e85db72951,Patients Know Best,"Patients Know Best, Ltd.",http://www.patientsknowbest.com,GBR,Cambridge,operating,1,2008-07-24,,,,Software & SaaS,Mohammad Al-Ubaydli,06517382,PATIENTS KNOW BEST LIMITED,100.0,legal_exact,active,2008-02-28,,Cambridge,matched,"https://find-and-update.company-information.service.gov.uk/search?q=Patients+Know+Best,+Ltd.","Patients Know Best, Ltd.",/company/06517382/filing-history,/company/06517382/officers,1,60.0,"AL-UBAYDLI, Mohammad Ahmed Yusuf, Dr",Mohammad Al-Ubaydli
109c14dd-e3b9-c94b-6dd4-b6927d458f81,Brightpearl,Brightpearl Limited,https://www.brightpearl.com/,GBR,Bristol,acquired,1,2007-01-01,,,2021-12-20,Software & SaaS,Andrew Mulvenna | Chris Tanner,06260621,BRIGHTPEARL LIMITED,100.0,legal_exact,active,2007-05-29,,Newcastle Upon Tyne,matched,https://find-and-update.company-information.service.gov.uk/search?q=Brightpearl+Limited,Brightpearl Limited,/company/06260621/filing-history,/company/06260621/officers,1,60.0,"MULVENNA, Andrew Robert",Andrew Mulvenna
6ca94fb8-bff3-f9f5-12f5-f5d4c41167c9,Wordy,Wordy Limited,https://www.wordy.com/,GBR,London,operating,1,2009-01-01,,,,IT & Data Infrastructure,Anders Schepelern,07443366,WORDY LIMITED,100.0,legal_exact,active,2010-11-18,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Wordy+Limited,Wordy Limited,/company/07443366/filing-history,/company/07443366/officers,1,60.0,"SCHEPELERN, Anders",Anders Schepelern
0aa6179c-a99b-93a2-272f-b8ef21a06d48,HouseTrip,HOUSETRIP LTD,http://www.housetrip.com,GBR,London,acquired,1,2009-01-01,,,2016-04-27,Other,Arnaud Bertrand,07918564,HOUSETRIP LIMITED,100.0,legal_exact,dissolved,2012-01-20,2022-04-05,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=HOUSETRIP+LTD,HOUSETRIP LTD,/company/07918564/filing-history,/company/07918564/officers,1,60.0,"BERTRAND, Arnaud Pierre-Dominique",Arnaud Bertrand
da7a7e7e-d823-3379-df50-96f06673a44b,WhatUsersDo,,https://www.whatusersdo.com,GBR,London,acquired,1,2008-12-01,,,2018-01-08,Software & SaaS,Lee Duddell,06778056,WHATUSERSDO LIMITED,98.0,org_exact,dissolved,2008-12-22,2022-10-25,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=WhatUsersDo,WhatUsersDo,/company/06778056/filing-history,/company/06778056/officers,1,60.0,"DUDDELL, Lee Alan",Lee Duddell
3c3095b1-62cf-1686-100d-abf14bb27c4d,Quanta,Quanta Dialysis Technologies Limited,http://www.quantadt.com,GBR,Alcester,operating,1,2008-01-01,,,,Health & Life Sciences,John E. Milad | Morgan Intrator,06641134,QUANTA DIALYSIS TECHNOLOGIES LIMITED,100.0,legal_exact,active,2008-07-08,,Warwick,matched,https://find-and-update.company-information.service.gov.uk/search?q=Quanta+Dialysis+Technologies+Limited,Quanta Dialysis Technologies Limited,/company/06641134/filing-history,/company/06641134/officers,1,40.0,"MILAD, John Eric",John E. Milad
3eb7e1b1-cf2b-deba-1515-1012c1117ad2,EVRYTHNG,EVRYTHNG Limited,http://Evrythng.com,GBR,London,acquired,1,2011-01-01,,,2021-11-15,Software & SaaS,Andy Hobsbawm | Dominique Guinard | Niall Murphy | Vlad Trifa,07494980,EVRYTHNG LIMITED,100.0,legal_exact,active,2011-01-17,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=EVRYTHNG+Limited,EVRYTHNG Limited,/company/07494980/filing-history,/company/07494980/officers,1,60.0,"MURPHY, Niall Terence",Niall Murphy
b9554f0e-a105-a5c3-6755-dc072f748a4e,Little Bridge,Little Bridge Ltd,http://www.littlebridge.com,GBR,London,operating,1,2015-03-15,,,,Software & SaaS,Emma Rogers,05954441,LITTLE BRIDGE LIMITED,100.0,legal_exact,active,2006-10-03,,Buckhurst Hill,matched,https://find-and-update.company-information.service.gov.uk/search?q=Little+Bridge+Ltd,Little Bridge Ltd,/company/05954441/filing-history,/company/05954441/officers,1,60.0,"ROGERS, Emma",Emma Rogers
77d0a7fc-9e9f-8fb2-3b46-f790044a634b,C4X Discovery,,http://www.c4xdiscovery.com,GBR,Manchester,ipo,1,2007-01-01,,2014-10-23,,Health & Life Sciences,Charles Blundell,06324250,C4X DISCOVERY LIMITED,98.0,org_exact,active,2007-07-25,,Manchester,matched,https://find-and-update.company-information.service.gov.uk/search?q=C4X+Discovery,C4X Discovery,/company/06324250/filing-history,/company/06324250/officers,1,60.0,"BLUNDELL, Charles Douglas, Dr",Charles Blundell
7d3a1b80-423a-e092-855c-63501ca60aa5,Hubsphere,Hubsphere Ltd.,http://www.carbon-hub.com,GBR,London,closed,1,2007-06-01,2014-03-19,,,Software & SaaS,Christelle Kerouedan | Ronan Kerouedan,06291407,HUBSPHERE LTD,100.0,legal_exact,dissolved,2007-06-25,2014-03-19,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Hubsphere+Ltd.,Hubsphere Ltd.,/company/06291407/filing-history,/company/06291407/officers,1,60.0,"KEROUEDAN, Christelle, Dr",Christelle Kerouedan
1aee5d0d-015a-57b4-5187-4cd2f5136d76,Onzo,ONZO Ltd.,http://www.onzo.com,GBR,London,acquired,1,2007-01-01,,,2021-05-11,IT & Data Infrastructure,Neil Tierney,06097997,ONZO LIMITED,100.0,legal_exact,active,2007-02-12,,Cambridge,matched,https://find-and-update.company-information.service.gov.uk/search?q=ONZO+Ltd.,ONZO Ltd.,/company/06097997/filing-history,/company/06097997/officers,1,60.0,"TIERNEY, Neil, Mr.",Neil Tierney
c8f56546-57e8-c1ca-eaf6-9f9d2ae352f7,Allinea Software,Allinea Software Ltd,http://www.allinea.com,GBR,Warwick,acquired,1,2009-01-01,,,2016-12-16,Software & SaaS,David Lecomber | Michael Rudgyard,06871298,ALLINEA SOFTWARE LIMITED,100.0,legal_exact,active,2009-04-06,,Cambridge,matched,https://find-and-update.company-information.service.gov.uk/search?q=Allinea+Software+Ltd,Allinea Software Ltd,/company/06871298/filing-history,/company/06871298/officers,1,60.0,"LECOMBER, David Stuart, Dr",David Lecomber
bb72d525-0af6-79ca-f936-600bbed67f6b,Psonar,Psonar Limited,http://www.psonar.com,GBR,Cambridge,operating,1,2008-06-18,,,,Media & Entertainment,Martin Rigby | Richard Urwin,06609165,PSONAR LIMITED,100.0,legal_exact,dissolved,2008-06-03,2019-03-06,Whittlesford,matched,https://find-and-update.company-information.service.gov.uk/search?q=Psonar+Limited,Psonar Limited,/company/06609165/filing-history,/company/06609165/officers,1,60.0,"RIGBY, Martin Paul",Martin Rigby
